Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y
Y0-M06-D29,85.66,138.41,123.58,102.61,34.18,5.83,97.4,43.76,165.55,142.59,179.95,219.96,93.27,144.44,31.16,25.13,87.37,72.13,38.04,41.93,72.86,97.47,109.18,25.53,89.06
Y0-M06-D30,85.65,140.02,127.15,106.05,33.87,5.5,97.18,44.84,168.75,141.73,179.93,216.22,90.92,142.89,31.52,25.43,87.88,74.45,37.88,41.39,72.61,104.96,111.76,26.11,89.24
Y0-M07-D01,85.94,138.71,123.47,105.38,33.38,5.61,97.41,43.69,165.79,140.41,179.36,211.89,90.05,139.5,31.42,25.16,89.38,74.34,38.8,41.5,71.2,103.95,111.58,25.95,88.17
Y0-M07-D02,87.65,139.17,131.13,110.12,36.63,5.67,96.99,43.86,167.23,142.37,189.8,217.66,90.62,141.71,32.38,25.55,90.53,75.47,40.38,41.16,68.83,101.63,109.05,24.72,81.33
Y0-M07-D03,89.05,139.71,136.14,113.1,38.54,5.88,98.29,44.99,173.47,140.03,189.48,210.75,87.64,142.67,31.98,26.11,92.17,75.9,42.4,42.04,69.89,110.59,110.53,24.23,85.48
Y0-M07-D06,92.2,141.75,137.06,122.07,39.91,6.05,99.74,43.7,174.89,142.48,185.24,212.22,87.69,146.76,31.79,26.24,94.24,76.06,42.68,41.56,68.66,111.31,109.79,23.48,82.67
Y0-M07-D07,94.41,140.19,135.29,121.61,39.11,6.02,102.28,46.48,183.75,140.67,185.99,207.89,87.98,148.3,31.68,26.3,95.11,79.37,44.13,41.62,69.32,116.58,113.09,23.76,91.09
Y0-M07-D08,94.72,138.58,137.41,120.81,38.43,5.97,102.04,48.63,182.43,138.9,179.77,207.64,89.84,151.38,31.79,26.75,96.27,81.29,45.97,41.35,68.72,121.95,108.78,23.9,93.25
Y0-M07-D09,94.74,139.52,138.86,125.34,41.28,5.76,101.06,50.19,180.61,139.6,182.89,210.61,87.74,152.76,31.45,26.5,95.14,81.68,45.7,40.98,70.91,123.11,109.98,25.2,92.17
Y0-M07-D10,94.01,139.62,137.11,117.48,39.28,5.83,99.16,50.13,169.67,139.51,176.79,208.28,84.4,150.04,31.75,26.45,95.85,83.33,45.21,40.75,70.73,129.21,110.27,26.19,89.25
Y0-M07-D13,93.7,140.49,137.08,116.44,37.12,6.04,100.89,49.81,180.14,135.08,182.0,209.23,83.64,144.33,31.27,26.87,97.37,86.15,43.81,40.03,73.47,122.51,110.54,26.43,94.7
Y0-M07-D14,93.61,140.04,137.37,112.24,37.96,6.19,104.91,53.26,174.62,138.56,171.77,207.16,81.14,141.97,31.27,26.96,97.15,84.48,44.44,41.12,73.05,118.55,115.04,26.67,93.56
Y0-M07-D15,91.87,138.79,129.2,113.65,35.94,6.33,105.92,49.33,173.69,134.32,169.04,204.3,82.39,140.73,31.93,27.09,98.28,86.18,44.96,40.47,70.73,116.82,109.72,25.57,96.97
Y0-M07-D16,93.67,140.18,129.94,109.6,36.43,6.53,107.91,52.83,179.93,138.54,174.71,199.12,80.39,143.04,32.07,27.49,99.96,88.36,44.58,40.26,67.22,111.56,108.23,24.24,97.15
Y0-M07-D17,95.4,141.4,137.37,113.28,37.79,6.51,104.6,51.73,180.31,132.7,173.23,202.44,80.83,146.64,31.78,27.13,100.68,86.76,45.45,40.66,64.49,111.44,110.68,25.21,95.21
Y0-M07-D20,95.72,142.4,141.57,119.38,39.25,6.46,106.82,52.29,179.15,135.49,174.35,209.58,81.89,151.75,32.64,26.77,99.16,80.81,44.06,40.22,63.41,111.06,108.88,25.64,93.56
Y0-M07-D21,96.01,143.4,144.46,124.86,41.28,6.58,113.45,52.71,166.39,135.63,171.04,207.06,80.78,151.36,31.88,26.65,100.36,81.23,44.83,40.1,64.17,102.98,106.48,25.17,89.1
Y0-M07-D22,96.78,143.36,140.18,123.91,41.9,6.34,112.97,54.43,164.82,133.61,169.83,206.88,79.4,154.34,31.78,27.07,100.75,80.24,45.51,40.45,63.54,108.18,107.9,25.27,88.21
Y0-M07-D23,95.88,145.47,133.87,123.3,42.53,5.94,116.77,55.56,159.04,134.69,168.06,202.66,76.47,143.75,31.25,26.7,100.11,76.6,44.7,40.16,63.82,111.25,110.83,25.52,86.04
Y0-M07-D24,96.31,145.41,139.47,119.42,43.21,5.89,114.14,56.82,158.17,126.13,168.21,200.94,75.27,136.09,31.55,26.6,99.47,76.28,44.1,39.56,63.75,120.11,110.89,25.13,81.29
Y0-M07-D27,95.31,146.88,140.54,111.52,44.06,6.0,117.17,60.24,157.09,135.42,170.95,201.35,76.26,139.86,31.27,26.54,99.51,77.44,43.55,39.59,64.07,114.72,111.08,25.33,84.9
Y0-M07-D28,94.68,144.52,137.8,110.94,41.17,6.17,110.32,58.06,159.34,128.85,171.64,195.85,77.28,140.14,31.36,26.67,99.02,76.23,42.92,39.65,63.42,114.1,108.23,26.34,83.64
Y0-M07-D29,94.2,143.59,136.55,110.47,41.43,6.3,112.13,59.59,165.14,123.37,171.14,195.52,76.36,138.22,31.21,26.18,99.72,75.2,43.69,39.92,65.38,107.92,107.62,25.5,81.1
Y0-M07-D30,93.07,142.52,134.34,108.2,40.33,6.3,114.22,58.62,175.86,122.34,180.3,192.1,78.7,141.65,30.67,26.37,101.21,78.71,47.2,39.4,67.7,112.93,110.11,25.75,84.64
Y0-M07-D31,92.05,142.48,139.3,110.51,39.96,6.05,112.37,60.26,178.0,127.82,183.65,192.15,78.83,140.44,30.79,26.22,100.06,79.33,45.84,38.64,68.78,110.51,110.79,26.34,87.36
Y0-M08-D03,90.99,142.7,134.71,102.14,38.61,6.02,117.07,58.86,177.37,126.76,181.92,194.86,78.08,137.36,30.74,26.33,99.3,79.31,47.62,39.17,69.45,111.71,106.96,26.85,85.32
Y0-M08-D04,90.55,142.73,136.98,103.31,38.14,5.82,117.4,57.38,174.93,126.38,174.8,194.95,73.87,129.8,30.31,26.31,101.87,79.7,47.2,38.9,71.25,114.37,110.5,26.86,95.93
Y0-M08-D05,89.61,143.55,143.34,105.65,38.67,5.77,122.69,56.22,171.41,114.45,182.87,192.42,75.6,132.68,30.66,26.47,101.56,76.87,48.26,38.4,71.42,113.24,110.88,25.79,98.09
Y0-M08-D06,89.55,145.57,147.79,103.51,38.47,5.73,120.0,55.96,176.5,108.37,180.6,191.24,75.7,136.67,30.84,26.59,100.89,76.4,47.63,37.79,71.21,115.51,113.96,25.02,104.16
Y0-M08-D07,88.11,143.77,148.61,107.23,37.44,5.42,123.27,53.99,173.91,109.39,184.74,195.37,75.17,145.63,31.17,26.48,100.05,75.23,46.19,38.22,71.72,111.84,114.32,24.8,103.07
Y0-M08-D10,85.88,145.32,153.87,101.54,36.47,5.15,120.57,52.41,168.04,104.45,186.14,197.6,75.55,144.28,31.35,26.84,100.56,71.73,46.19,38.19,72.36,113.15,111.59,25.24,109.3
Y0-M08-D11,86.03,147.85,154.64,101.49,35.57,5.02,113.31,54.74,165.68,102.21,191.93,194.8,73.42,143.48,31.09,26.59,100.48,73.31,46.25,38.36,71.7,114.59,109.75,25.98,109.49
Y0-M08-D12,85.06,148.79,156.73,103.23,33.63,4.93,117.79,54.44,159.88,106.95,208.35,201.25,74.85,149.33,32.27,26.2,99.78,72.84,45.0,38.79,70.9,119.48,106.99,25.21,109.3
Y0-M08-D13,83.52,148.78,160.22,101.04,34.84,4.74,112.97,51.49,162.54,107.55,207.5,206.76,76.02,150.33,32.58,25.96,100.7,73.28,44.12,38.47,70.6,120.95,109.53,24.95,115.55
Y0-M08-D14,84.09,150.92,159.88,102.56,34.87,4.62,113.91,50.34,162.68,105.54,210.94,208.55,74.92,147.3,33.23,26.24,102.1,73.53,43.93,39.07,69.38,122.07,114.37,27.01,122.19
Y0-M08-D17,84.44,151.93,163.79,105.69,37.84,4.74,114.1,53.41,161.48,103.72,210.56,214.81,75.73,153.65,33.91,26.0,101.93,75.72,44.0,38.61,70.64,122.8,116.28,27.36,117.7
Y0-M08-D18,83.86,152.98,163.87,106.19,37.97,4.61,112.79,53.52,156.78,106.17,198.46,208.85,75.02,148.58,33.36,26.05,102.41,76.57,45.66,38.47,73.11,127.63,119.01,26.83,123.24
Y0-M08-D19,85.07,153.25,166.89,108.89,36.25,4.63,115.53,49.22,150.98,108.22,200.46,209.9,75.9,154.62,33.82,25.94,101.98,75.96,44.24,39.06,73.93,127.02,118.94,27.52,125.3
Y0-M08-D20,84.87,152.78,162.57,104.13,33.62,4.93,117.72,49.04,152.98,110.87,201.28,205.19,78.85,160.96,33.6,26.33,103.63,75.24,43.14,39.43,74.53,118.68,119.59,26.98,120.78
Y0-M08-D21,83.94,152.54,162.49,101.67,31.94,5.14,119.72,49.42,147.13,111.14,204.34,204.52,79.02,159.06,33.72,26.26,105.67,75.49,42.88,38.51,74.69,120.74,121.16,26.18,123.41
Y0-M08-D24,84.17,150.74,158.29,103.45,30.7,5.33,123.34,49.98,145.38,113.21,209.21,205.2,81.15,158.49,34.39,26.34,104.75,78.5,43.85,38.65,73.64,119.48,123.21,25.4,131.27
Y0-M08-D25,84.26,152.31,158.08,104.3,30.54,5.64,123.56,52.32,148.33,115.36,206.25,206.03,81.5,158.05,34.29,26.21,104.14,78.87,44.27,38.79,74.79,116.95,125.84,25.03,142.4
Y0-M08-D26,84.24,153.34,162.05,106.84,30.71,5.54,118.11,51.64,145.97,111.24,215.12,203.12,79.42,159.38,33.23,26.83,106.16,79.78,47.03,39.37,72.9,116.69,123.92,25.19,142.74
Y0-M08-D27,85.32,154.8,163.69,108.34,30.88,5.39,112.49,53.08,141.14,112.89,218.41,204.55,78.37,162.29,33.61,26.56,105.62,80.6,47.5,39.13,75.5,113.43,129.71,25.62,138.63
Y0-M08-D28,84.29,155.01,160.36,112.82,31.48,5.58,110.88,53.06,144.23,111.65,218.15,205.85,76.8,165.22,33.54,26.22,104.49,79.86,45.29,37.92,74.26,106.99,127.14,24.83,138.78
Y0-M08-D31,85.1,155.88,166.51,119.49,31.24,5.4,112.91,53.94,151.78,110.94,220.72,204.76,79.95,172.69,33.96,25.9,103.18,79.14,44.45,37.21,72.36,106.8,125.95,25.08,137.04
Y0-M09-D01,84.91,157.01,174.19,119.73,29.82,5.46,108.8,51.65,152.82,104.09,223.41,204.87,76.11,172.08,33.44,26.14,102.15,79.73,44.42,38.38,69.73,103.89,119.35,25.0,132.99
Y0-M09-D02,82.84,154.26,174.02,114.48,28.2,5.85,108.78,48.16,152.43,103.32,216.11,195.86,75.04,171.75,32.37,25.56,103.45,80.37,44.34,38.43,71.46,107.78,121.1,24.67,132.66
Y0-M09-D03,82.46,154.0,175.4,119.86,27.46,5.86,108.39,45.79,148.21,101.76,207.92,195.9,74.15,168.5,32.04,25.15,100.79,77.69,42.12,37.89,70.84,102.44,117.81,25.95,133.29
Y0-M09-D04,82.71,155.27,173.21,119.37,26.73,5.84,108.3,44.94,155.7,106.51,199.17,193.04,71.91,171.16,31.37,25.29,100.12,73.95,43.14,38.12,69.15,98.55,114.67,24.73,132.63
Y0-M09-D07,84.24,155.54,175.88,118.46,25.0,6.2,106.38,46.47,155.48,106.05,198.52,195.55,71.17,179.8,31.03,25.01,101.63,75.02,44.29,38.78,66.31,98.4,117.28,24.91,138.83
Y0-M09-D08,83.57,155.44,172.27,121.03,23.99,6.55,107.44,46.59,160.2,110.89,200.78,197.99,72.42,180.78,31.14,25.6,104.96,75.7,47.64,38.98,63.17,98.0,118.09,25.24,141.05
Y0-M09-D09,84.61,155.84,165.18,126.34,24.17,6.38,97.16,47.03,152.23,110.94,206.52,200.08,69.89,178.32,30.73,25.71,102.72,75.92,47.97,38.36,61.44,102.6,117.41,25.12,157.68
Y0-M09-D10,85.7,155.68,167.84,126.06,24.24,6.57,91.17,44.64,153.68,109.83,204.85,204.34,70.47,177.72,30.86,25.83,102.42,75.97,48.19,37.21,62.96,102.93,120.24,26.25,160.37
Y0-M09-D11,85.17,155.31,165.65,126.53,22.07,6.44,97.04,44.53,160.27,105.67,205.95,200.07,69.67,183.29,31.3,25.79,101.67,75.14,48.15,37.32,62.82,105.56,122.1,25.61,156.28
Y0-M09-D14,86.31,156.69,167.84,128.11,23.62,6.47,84.66,45.73,165.98,103.03,204.26,196.19,68.29,178.83,30.45,25.73,103.68,77.14,49.96,37.58,61.43,103.3,121.75,24.22,160.01
Y0-M09-D15,85.7,155.84,171.31,131.0,22.93,6.31,90.44,45.82,163.61,98.51,208.11,189.34,66.21,176.58,30.42,25.21,103.83,77.96,51.08,37.02,60.24,101.23,125.62,25.28,160.76
Y0-M09-D16,85.7,155.76,179.9,129.44,22.11,5.75,90.27,44.74,164.72,98.5,207.53,192.95,64.53,178.18,30.63,25.63,104.44,77.44,52.71,37.75,60.99,98.68,125.97,25.82,151.09
Y0-M09-D17,85.05,156.38,174.32,133.5,21.38,5.85,89.01,45.78,167.62,107.68,217.47,188.02,63.85,181.94,31.31,25.65,105.34,75.3,51.49,36.97,60.12,97.06,126.54,24.73,147.92
Y0-M09-D18,85.5,159.23,180.57,148.43,23.44,5.81,87.51,45.45,168.76,106.07,212.72,183.76,64.45,183.03,30.97,25.41,107.64,77.33,51.21,37.06,59.5,99.75,125.82,24.89,144.7
Y0-M09-D21,84.29,157.92,174.4,147.43,22.15,5.55,90.29,43.12,173.98,99.93,216.27,185.11,61.57,185.26,31.87,25.54,110.41,77.51,50.42,37.51,60.14,98.73,123.17,25.01,149.74
Y0-M09-D22,84.36,158.59,178.55,150.54,21.24,5.58,91.64,43.51,182.59,99.7,216.9,185.51,62.51,181.81,31.93,25.91,111.17,75.16,50.6,37.76,59.13,93.7,127.46,25.01,138.51
Y0-M09-D23,84.42,158.87,175.78,144.54,20.92,5.73,92.48,42.88,184.2,96.68,216.63,181.96,62.95,180.86,32.15,26.15,110.09,73.56,49.61,37.35,59.49,90.59,127.27,25.77,140.77
Y0-M09-D24,86.38,160.05,183.05,145.81,21.31,5.62,90.24,42.96,184.26,95.85,210.17,179.67,63.88,175.51,31.4,26.43,108.94,73.8,49.16,37.38,61.82,92.51,124.93,26.67,149.51
Y0-M09-D25,83.97,159.52,178.59,142.97,20.11,5.77,98.26,42.15,178.85,95.17,208.59,181.97,64.05,171.43,30.83,26.43,108.03,72.71,47.99,37.82,62.04,89.44,126.97,26.85,158.53
Y0-M09-D28,83.81,160.73,177.4,142.2,21.02,5.76,122.16,39.71,174.54,93.38,200.24,176.47,65.74,173.64,30.19,26.1,109.96,72.7,46.63,37.31,63.87,87.16,124.99,26.3,157.47
Y0-M09-D29,86.83,160.83,177.3,147.32,20.96,5.42,112.35,36.12,169.19,94.47,202.99,173.45,64.67,177.71,30.12,26.11,110.94,73.06,47.39,37.88,64.01,94.37,130.12,27.44,163.41
Y0-M09-D30,86.0,162.81,178.41,151.67,22.16,5.26,110.59,34.55,168.56,98.21,201.93,175.31,62.02,173.69,29.52,26.02,109.28,74.59,45.72,38.0,62.21,94.36,128.87,27.67,167.71
Y0-M10-D01,86.14,161.41,180.85,149.99,22.74,5.33,113.29,36.06,174.15,101.55,215.26,182.32,63.04,180.11,30.11,26.13,111.72,73.18,47.03,37.91,63.02,100.95,127.86,27.5,163.76
Y0-M10-D02,86.92,161.0,179.8,157.36,21.95,5.69,114.19,34.45,172.57,99.41,219.44,177.85,61.93,188.62,29.77,25.95,110.38,71.58,46.9,37.82,63.06,100.4,131.85,25.46,167.72
Y0-M10-D05,86.99,156.62,177.98,158.98,21.57,5.81,106.65,35.22,179.7,98.83,219.52,178.79,62.14,187.83,29.39,25.74,109.93,69.39,47.26,37.51,60.97,97.99,131.58,25.22,164.7
Y0-M10-D06,85.76,155.99,182.21,154.93,21.25,5.86,97.75,36.02,178.73,97.23,218.93,176.45,61.96,190.26,29.29,25.72,112.35,70.07,46.82,37.28,59.3,97.96,133.21,25.69,159.59
Y0-M10-D07,85.43,157.37,184.6,158.6,20.99,6.25,97.32,36.73,176.18,100.67,221.78,181.57,62.05,190.66,28.88,25.67,112.45,67.76,47.48,36.89,59.66,100.96,131.85,24.52,151.54
Y0-M10-D08,87.07,158.79,183.72,163.06,20.36,6.3,98.01,37.37,170.51,105.72,217.55,181.63,60.21,187.07,28.7,25.95,114.48,70.01,46.36,37.35,60.48,100.84,136.42,24.39,162.24
Y0-M10-D09,85.93,158.54,191.16,159.48,20.14,6.28,100.34,35.78,174.3,104.67,215.13,184.65,60.27,191.06,28.66,26.15,118.39,72.44,48.45,38.29,59.46,99.36,138.81,25.72,162.26
Y0-M10-D12,85.74,159.83,196.87,155.17,20.39,6.23,102.93,35.79,169.39,102.67,209.1,180.73,60.03,188.15,28.83,26.01,118.11,73.43,47.58,38.29,59.29,98.22,145.48,27.89,166.83
Y0-M10-D13,85.5,158.97,195.57,156.77,21.38,6.11,106.51,34.7,170.7,106.35,206.18,186.26,61.59,196.68,29.29,25.93,116.32,71.03,46.5,38.31,58.19,95.48,143.05,27.81,173.59
Y0-M10-D14,84.24,156.98,195.21,160.09,20.24,6.43,102.53,34.36,159.93,104.07,204.91,190.29,62.49,203.39,29.27,26.25,116.3,72.43,46.29,38.2,57.49,90.42,143.15,28.0,180.89
Y0-M10-D15,82.5,156.19,196.31,155.29,20.38,6.44,101.89,34.82,159.16,107.07,198.14,185.03,62.36,203.43,29.59,26.4,115.67,70.62,45.77,38.23,56.31,85.83,143.69,25.78,180.68
Y0-M10-D16,82.12,157.11,197.04,157.0,20.02,6.27,104.3,33.86,152.67,112.38,193.47,187.91,64.11,199.1,30.18,26.39,116.87,70.5,46.6,38.74,55.41,85.08,146.16,26.84,181.4
Y0-M10-D19,80.8,157.95,201.91,151.25,20.18,6.38,105.76,31.89,155.13,113.16,199.99,186.66,64.94,201.82,30.9,26.2,114.99,71.12,45.21,38.14,55.31,88.8,148.9,27.76,181.41
Y0-M10-D20,80.64,158.5,194.44,143.61,19.24,6.52,107.51,34.2,150.55,113.04,194.51,187.46,64.47,206.77,30.8,26.12,114.48,70.61,45.04,37.93,54.81,89.12,150.64,28.98,172.16
Y0-M10-D21,80.47,154.9,190.5,139.34,19.39,6.5,105.41,34.78,143.8,116.57,193.45,189.31,64.54,204.68,30.03,25.92,115.75,68.83,44.16,38.56,54.65,84.26,150.53,28.68,178.62
Y0-M10-D22,81.59,155.31,189.96,138.82,19.58,6.83,107.45,35.45,141.77,121.23,196.55,186.72,64.24,194.83,29.51,26.13,117.2,66.28,45.35,37.71,57.4,88.76,152.21,27.33,176.35
Y0-M10-D23,85.04,155.72,195.09,142.18,20.32,6.44,109.85,35.85,142.97,117.12,192.42,185.47,62.69,185.49,29.49,26.05,119.73,67.19,45.81,38.63,57.27,88.16,149.98,28.46,180.2
Y0-M10-D26,84.78,156.57,200.17,146.02,20.79,6.6,106.32,35.05,143.45,116.43,207.62,183.89,62.11,190.12,29.26,25.87,120.66,69.3,45.72,38.97,56.1,88.86,150.6,29.01,193.6
Y0-M10-D27,84.93,158.15,205.23,146.74,21.34,6.91,109.33,35.93,146.47,113.06,207.59,185.83,62.49,190.55,29.28,25.61,116.89,70.34,45.08,38.06,57.13,93.18,156.26,29.85,196.63
Y0-M10-D28,82.69,155.09,195.59,141.18,20.63,6.67,103.77,35.53,145.12,108.71,210.94,190.92,61.76,192.83,29.39,25.9,116.9,70.92,45.56,38.5,58.19,93.75,160.07,31.19,191.94
Y0-M10-D29,81.7,155.18,197.76,145.19,20.44,7.16,104.92,35.85,146.76,111.15,215.26,191.35,60.9,191.93,29.22,25.91,115.3,69.35,43.46,38.29,57.77,101.07,156.03,31.9,189.55
Y0-M10-D30,81.83,154.57,192.02,142.19,19.31,7.3,106.71,37.72,147.92,108.85,203.91,190.66,60.33,187.57,28.51,25.93,117.91,71.57,44.7,38.59,58.51,100.42,153.78,33.19,200.0
Y0-M11-D02,81.68,155.19,186.41,144.39,19.52,7.79,106.0,36.92,145.27,112.66,209.1,191.76,59.88,184.88,26.58,25.6,114.27,68.63,45.67,38.2,57.4,98.92,153.55,32.39,200.81
Y0-M11-D03,80.87,154.21,180.92,142.28,19.01,8.09,106.43,35.25,146.68,113.84,208.83,185.66,61.26,182.4,26.42,25.37,114.53,69.34,45.25,37.69,54.65,94.58,155.77,30.91,208.92
Y0-M11-D04,80.72,154.49,178.74,144.46,19.01,7.9,103.76,33.37,139.39,114.36,193.97,176.44,62.19,179.43,26.15,25.34,117.08,70.28,46.74,38.03,54.39,102.34,154.29,31.12,200.28
Y0-M11-D05,80.73,153.65,176.85,134.61,19.77,7.85,99.59,30.7,139.02,117.87,200.34,185.64,63.94,181.71,26.84,25.39,120.53,71.54,49.38,39.5,56.81,108.6,158.26,31.03,200.13
Y0-M11-D06,80.54,153.21,176.09,136.11,20.11,7.93,99.05,32.28,137.15,105.59,196.83,189.31,64.82,186.06,27.24,25.31,119.39,70.78,47.7,38.61,58.28,108.46,157.8,31.42,187.51
Y0-M11-D09,79.77,155.73,170.43,132.77,20.21,8.19,98.97,31.1,134.43,103.98,174.51,191.14,64.59,175.87,26.22,25.43,120.92,70.99,47.16,38.73,57.23,110.71,156.29,30.51,178.87
Y0-M11-D10,80.56,155.16,171.78,134.75,20.35,7.79,98.35,30.19,132.61,102.34,175.19,193.79,63.49,173.87,26.52,25.46,117.37,73.16,46.46,38.3,59.46,103.8,151.21,30.61,173.3
Y0-M11-D11,80.08,155.47,171.85,129.67,21.08,7.79,97.08,30.36,124.74,104.97,177.3,191.63,63.95,165.37,26.68,25.85,116.3,74.47,45.62,38.43,59.41,103.41,150.01,30.25,168.85
Y0-M11-D12,79.97,155.2,168.19,122.49,20.61,7.32,99.98,31.19,127.05,99.33,184.83,194.66,66.36,168.08,26.94,25.58,113.45,72.05,43.5,37.9,57.62,105.06,152.88,29.93,165.74
Y0-M11-D13,79.33,155.67,168.85,125.53,22.07,7.08,103.03,31.47,128.83,103.05,178.81,197.64,65.35,176.69,26.95,25.23,111.25,70.72,41.85,36.76,57.32,98.18,149.9,28.64,159.12
Y0-M11-D16,78.45,156.27,165.76,123.51,22.07,7.53,101.53,32.53,129.0,100.05,179.39,202.08,65.69,170.88,28.22,25.44,111.17,71.16,42.38,36.41,56.32,99.47,149.4,29.0,163.8
Y0-M11-D17,77.39,156.09,159.47,121.06,22.47,7.5,101.37,33.21,133.35,100.36,193.64,212.71,69.2,175.51,29.04,26.05,113.89,75.77,43.13,36.92,58.78,101.68,150.91,30.72,157.05
Y0-M11-D18,77.23,153.51,157.57,117.42,22.15,7.78,105.64,35.21,129.11,107.85,192.89,208.93,65.64,176.1,28.87,26.47,115.24,72.5,41.77,37.09,56.62,99.89,153.0,31.15,164.34
Y0-M11-D19,78.43,154.43,162.86,119.14,22.81,7.84,105.77,33.86,124.28,104.32,202.52,201.54,66.53,168.99,27.99,26.18,116.65,72.53,40.14,36.19,54.34,105.76,152.97,30.21,163.43
Y0-M11-D20,77.64,154.4,155.8,119.09,22.95,8.03,104.62,33.93,120.39,99.59,196.44,199.38,65.17,171.32,28.23,26.02,115.57,71.84,40.65,36.22,55.06,98.51,151.89,30.78,169.94
Y0-M11-D23,77.97,156.53,155.46,120.09,23.53,7.97,98.83,31.14,123.07,96.42,205.5,205.24,65.06,180.58,28.3,25.56,114.4,70.97,40.41,35.33,54.53,94.82,153.2,29.41,168.0
Y0-M11-D24,78.24,156.41,158.06,124.0,23.52,7.74,99.76,31.56,125.9,99.21,218.06,208.33,65.86,174.84,28.58,25.7,112.66,72.95,40.6,35.2,54.18,93.8,148.04,29.62,153.22
Y0-M11-D25,78.68,156.63,165.18,125.95,24.0,7.54,100.09,31.58,127.08,92.51,225.13,211.15,65.56,171.05,29.19,25.73,111.51,72.11,41.15,34.58,54.22,97.95,147.26,28.52,149.08
Y0-M11-D26,78.8,157.88,161.24,128.11,24.38,7.78,98.79,29.61,126.08,94.15,215.34,210.33,69.13,170.45,29.6,25.98,111.32,69.75,40.05,33.92,52.68,104.81,146.24,27.7,146.25
Y0-M11-D27,78.98,157.9,157.03,123.61,24.84,7.72,98.29,28.23,121.94,90.38,205.66,212.74,67.35,173.15,28.89,25.69,110.64,68.86,38.95,33.75,52.28,108.12,148.99,27.26,149.07
Y0-M11-D30,80.02,156.47,154.65,124.36,24.57,7.57,99.71,28.08,122.54,94.11,214.65,212.83,65.23,173.7,29.09,25.73,113.56,69.56,39.86,33.47,52.02,107.06,148.85,25.66,148.72
Y0-M12-D01,80.13,152.07,145.44,123.77,23.35,7.4,98.94,28.93,121.31,95.9,220.65,211.31,64.83,168.18,29.9,25.64,111.91,68.5,39.1,34.57,52.84,103.15,148.35,25.89,149.32
Y0-M12-D02,81.61,151.47,141.34,122.78,23.99,7.14,100.05,29.37,123.92,94.85,218.45,207.75,65.77,176.68,31.41,25.67,112.92,67.1,39.88,34.54,54.28,110.54,147.77,25.75,159.57
Y0-M12-D03,80.75,154.59,145.18,123.56,25.51,7.89,104.1,31.2,120.16,96.28,223.61,206.41,69.23,175.76,31.09,25.74,112.09,65.87,39.79,34.47,54.73,109.47,148.94,25.77,149.36
Y0-M12-D04,78.95,155.75,148.21,119.5,24.73,8.03,103.12,29.43,114.44,93.8,216.74,201.43,67.62,175.86,30.01,25.34,112.02,67.37,40.95,34.91,55.58,111.96,150.48,25.15,151.67
Y0-M12-D07,78.09,156.73,149.41,117.24,25.16,7.74,107.33,30.41,113.83,94.91,228.98,208.28,67.94,178.8,29.02,25.48,109.51,67.43,40.09,34.77,54.8,112.47,152.25,23.85,157.79
Y0-M12-D08,77.12,152.9,158.78,120.67,25.4,7.72,103.1,33.08,115.57,90.76,245.46,202.3,67.77,170.47,29.01,25.8,109.35,67.06,41.14,35.02,54.54,112.19,152.79,23.59,151.53
Y0-M12-D09,78.13,154.24,145.55,112.47,24.42,8.1,104.16,30.78,114.04,89.13,244.26,207.88,67.83,166.46,28.97,25.88,111.21,66.11,41.48,34.9,54.79,111.51,157.03,25.23,151.7
Y0-M12-D10,78.41,157.59,154.51,117.38,26.63,7.97,104.08,30.99,111.2,90.37,247.94,199.53,70.61,174.12,28.82,26.39,111.16,64.58,40.62,34.59,52.56,108.66,155.71,25.12,152.1
Y0-M12-D11,81.35,160.62,162.73,129.22,26.5,7.9,101.59,30.32,104.76,90.32,234.25,195.85,69.21,170.13,28.16,26.3,111.12,62.65,39.79,34.24,49.87,103.31,155.55,24.52,144.77
Y0-M12-D14,82.74,161.61,155.4,128.1,27.69,7.8,105.98,31.03,99.69,93.29,236.78,192.1,67.49,168.45,26.52,26.18,110.43,63.26,40.45,35.11,49.9,104.51,152.47,23.43,143.8
Y0-M12-D15,82.42,161.69,153.16,123.15,25.49,8.02,109.25,32.17,98.17,97.04,232.78,186.17,70.63,172.5,26.75,25.67,109.28,61.62,40.45,35.37,50.49,103.57,148.79,22.6,133.91
Y0-M12-D16,80.04,159.18,151.5,116.06,27.13,8.1,107.52,30.69,97.49,93.28,236.87,186.5,74.14,168.68,26.31,25.56,109.75,61.27,39.69,35.39,51.1,100.96,145.23,22.46,142.33
Y0-M12-D17,80.49,158.08,148.04,113.93,26.5,8.03,105.72,30.26,91.19,93.4,218.84,185.5,73.96,167.42,27.12,25.61,111.67,61.4,40.95,36.57,50.78,99.73,144.95,22.78,146.44
Y0-M12-D18,80.43,157.84,151.0,106.28,24.87,8.16,107.48,31.66,94.59,95.19,208.11,175.02,74.82,159.83,27.08,25.64,112.31,61.72,40.53,36.5,50.19,103.01,145.17,22.52,147.32
Y0-M12-D21,78.34,155.79,146.01,104.67,22.5,8.44,106.8,32.79,91.07,96.83,201.24,174.81,77.9,175.68,27.49,25.31,111.17,60.75,39.63,36.22,49.71,104.17,143.21,21.99,145.56
